chr1	3204562	3661579	-	Xkr4	NM_001011874
chr1	4280926	4399322	-	Rp1	NM_001195662
chr1	4481008	4487435	-	Sox17	NM_001289467
chr1	4763278	4775807	-	Mrpl15	NM_001177658
chr1	4797903	4836816	+	Lypla1	NM_001355712
chr1	4847774	4887990	+	Tcea1	NM_011541
chr1	4899656	5008815	-	Rgs20	NM_001290372
chr1	5073166	5152630	+	Atp6v1h	NM_001310442
chr1	5578573	5596214	+	Oprk1	NM_001204371
chr1	5903787	5907479	-	Npbwr1	NM_010342
chr1	6204742	6266185	+	Rb1cc1	NM_009826
chr1	6349411	6384812	+	Alkal1	NM_001195732
chr1	6477311	6851021	+	St18	NM_001244693
chr1	7079000	7163709	+	Pcmtd1	NM_183028
chr1	8349819	9289958	-	Sntg1	NM_001290392
chr1	9535488	9537536	+	Rrs1	NM_021511
chr1	9538028	9568051	+	Adhfe1	NM_001357376
chr1	9550913	9621173	-	2610203C22Rik	NR_015470
chr1	9591347	9617223	+	Vxn	NM_178399
chr1	9657491	9690290	-	Mybl1	NM_001290397
chr1	9708702	9738463	-	Vcpip1	NM_173443
chr1	9737728	9761337	+	1700034P13Rik	NR_040462
chr1	9788210	9892649	+	Sgk3	NM_133220
chr1	9898718	9931035	+	Mcmdc2	NM_177722
chr1	9932105	9934199	-	Snhg6	NR_024067
chr1	9932550	9932624	-	Snord87	NR_004410
chr1	9950243	9957891	-	Tcf24	NM_001285425
chr1	9958702	9999217	-	Ppp1r42	NM_145692
chr1	10014680	10028240	-	Cops5	NM_001277101
chr1	10028298	10126849	+	Cspp1	NM_026493
chr1	10127587	10222751	-	Arfgef1	NM_001102430
chr1	10314799	10710026	-	Cpa6	NM_001289497
chr1	10983545	11293763	+	Prex2	NM_029525
chr1	11404185	11965983	+	A830018L16Rik	NM_001160369
chr1	12416066	12416187	+	Mir6341	NR_105759
chr1	12657643	12663171	+	Gm17644	NR_045297
chr1	12682510	12850453	+	Sulf1	NM_001198566
chr1	12856630	12981216	-	Slco5a1	NM_172841
chr1	13103508	13117244	-	Prdm14	NM_001081209
chr1	13129185	13364164	-	Ncoa2	NM_008678
chr1	13554773	13579991	-	Tram1	NM_028173
chr1	13615979	13650590	-	Lactb2	NM_145381
chr1	13658851	13691804	+	Xkr9	NM_001011873
chr1	13775765	13777010	-	Gm5523	NR_004447
chr1	14159038	14300280	-	Eya1	NM_010164
chr1	14743428	14746047	-	Msc	NM_010827
chr1	14862724	14908943	-	Trpa1	NM_177781
chr1	15277005	15713831	+	Kcnb2	NM_001098528
chr1	15795726	15834133	+	Terf1	NM_009352
chr1	15843942	15882803	-	Sbspon	NM_001033288
chr1	16056059	16083406	-	4930444P10Rik	NM_001305227
chr1	16091375	16094514	-	Rpl7	NM_011291
chr1	16095962	16122631	+	Rdh10	NM_133832
chr1	16218890	16509383	-	Stau2	NM_025303
chr1	16558754	16609372	-	Ube2w	NM_001271017
chr1	16631805	16647200	-	Eloc	NM_001310470
chr1	16647632	16652359	+	D030040B21Rik	NR_037998
chr1	16655271	16668356	+	Tmem70	NM_026392
chr1	16678536	16699686	+	Ly96	NM_016923
chr1	16985020	17087970	-	Jph1	NM_020604
chr1	17135453	17154351	+	Gdap1	NM_010267
chr1	17591981	17621020	+	Pi15	NM_053191
chr1	17666107	17717727	-	Gm16070	NR_130314
chr1	17717497	17756288	+	Crispld1	NM_031402
chr1	18105271	18135983	-	Crisp4	NM_001347048
chr1	18200133	18213645	-	Defb44-ps	NR_002879
chr1	18226482	18227557	-	Defb18	NM_001039123
chr1	18241058	18255219	-	Defb41	NM_183124
chr1	19053380	19094921	-	Gm15825	NR_151619
chr1	19093102	19158668	+	Tfap2d	NM_153154
chr1	19198994	19228926	+	Tfap2b	NM_009334
chr1	20047859	20608138	-	Pkhd1	NM_153179
chr1	20346534	20382381	+	4930486I03Rik	NR_045734
chr1	20659962	20673039	+	Lincmd1	NR_131249
chr1	20669090	20669163	+	Mir206	NR_029593
chr1	20672849	20672968	+	Mir133b	NR_029902
chr1	20720985	20724577	+	Il17a	NM_010552
chr1	20767229	20774351	-	Il17f	NM_145856
chr1	20793048	20810393	-	Mcm3	NM_008563
chr1	20878730	20880554	-	6720483E21Rik	NR_040492
chr1	20880628	20929731	+	Paqr8	NM_028829
chr1	20941706	20980922	+	Efhc1	NM_027974
chr1	20991477	21069306	-	Tram2	NM_177409
chr1	21208655	21220248	+	Tmem14a	NM_001290679
chr1	21230665	21255656	+	Gsta3	NM_001288617
chr1	21275326	21288393	-	Gm4956	NR_002858
chr1	21339757	21342280	+	Khdc1a	NM_183322
chr1	21358411	21359824	+	Khdc1c	NM_001033904
chr1	21373636	21376465	+	Khdc1b	NM_001113187
chr1	21388483	21952023	-	Kcnq5	NM_023872
chr1	22276053	22812842	-	Rims1	NM_001012625
chr1	22905225	22911920	+	Gm7759	NR_151543
chr1	23107312	23109092	-	4933415F23Rik	NM_025746
chr1	23279107	23279178	+	Mir30a	NR_029533
chr1	23298539	23298623	+	Mir30c-2	NR_029717
chr1	23373262	23390014	-	Ogfrl1	NM_001081079
chr1	23581425	23603489	+	Gm28822	NR_151529
chr1	23768764	23854697	+	B3gat2	NM_172124
chr1	23852463	23916575	-	Smap1	NM_001290683
chr1	24002777	24012479	-	Sdhaf4	NM_026503
chr1	24017596	24107180	-	Fam135a	NM_026604
chr1	24202041	24259577	+	Col9a1	NM_001290691
chr1	24264521	24594276	-	Col19a1	NM_007733
chr1	24685756	24823144	+	Lmbrd1	NM_001310483
chr1	25124320	25886552	-	Adgrb3	NM_175642
chr1	25333248	25334799	-	Gm20172	NM_001204913
chr1	26738645	26744305	-	4931408C20Rik	NM_001033764
chr1	27940890	27959032	+	Gm5524	NR_151583
chr1	28832966	28837097	-	Gm597	NM_001013750
chr1	29478332	29478457	+	Mir6342	NR_105760
chr1	30177857	30195681	-	Gm31465	NR_157037
chr1	30859186	30920101	-	Phf3	NM_001081080
chr1	30997147	31006600	-	Ptp4a1	NM_011200
chr1	30998436	31006555	-	Gm13363	NR_002688
chr1	31076032	31153299	-	Gm29669	NR_136907
chr1	31197922	31279501	-	4931428L18Rik	NR_033445
chr1	31233279	31261570	+	Lgsn	NM_153601
chr1	31279683	31281132	+	Pih1d3	NM_029062
chr1	31321691	31324906	+	Gm4850	NR_015347
chr1	32229566	32715414	+	Khdrbs2	NM_133235
chr1	32576407	32577844	-	Gm9839	NM_001199956
chr1	32600390	32604138	-	Gm5415	NM_001164286
chr1	33510652	33726639	-	Prim2	NM_008922
chr1	33726668	33727557	+	1700001G17Rik	NR_033199
chr1	33771025	33776691	-	Gm32229	NR_157041
chr1	33776740	33799409	+	Rab23	NM_008999
chr1	33802328	33814595	-	Bag2	NM_145392
chr1	33818385	33871440	-	Zfp451	NM_133817
chr1	33892743	33895759	-	Gm15455	NM_001161816
chr1	33908896	33964466	-	Bend6	NM_177235
chr1	34174203	34174276	+	Mir6896	NR_105861
chr1	34217104	34240748	+	Dst	NM_010081
chr1	34489965	34490044	-	Mir5103	NR_039562
chr1	34493514	34496517	-	Ccdc115	NM_027159
chr1	34496673	34502592	+	Imp4	NM_178601
chr1	34516590	34530624	+	Ptpn18	NM_011206
chr1	34555256	34559907	+	Prss39	NM_009355
chr1	34592492	34601156	+	Cfc1	NM_007685
chr1	34609176	34617788	-	Prss40	NM_009356
chr1	34636537	34647789	+	Amer3	NM_213727
chr1	34690379	34693055	-	AA619741	NR_033627
chr1	34858585	34869583	+	Arhgef4	NM_183019
chr1	34870062	34899895	-	Fam168b	NM_174997
chr1	34906833	34936399	+	Plekhb2	NM_001357425
chr1	36125244	36163291	+	Hs6st1	NM_015818
chr1	36196872	36301147	-	Uggt1	NM_198899
chr1	36201096	36201158	-	Mir6897	NR_105862
chr1	36321446	36330270	-	Neurl3	NM_153408
chr1	36364577	36380874	+	Arid5a	NM_001290726
chr1	36392574	36426026	-	Kansl3	NM_001310513
chr1	36405526	36405603	-	Mir6898	NR_105863
chr1	36429034	36478955	+	Fer1l5	NM_001277076
chr1	36480030	36502116	-	Lman2l	NM_001310517
chr1	36528441	36565621	+	Cnnm4	NM_033570
chr1	36568711	36585081	+	Cnnm3	NM_001331209
chr1	36587037	36593401	-	Ankrd23	NM_001310521
chr1	36595015	36604097	-	Ankrd39	NM_001310533
chr1	36605483	36615226	-	Sema4c	NM_001126047
chr1	36619540	36740028	-	Fam178b	NM_001126046
chr1	36748331	36750233	+	Cox5b	NM_009942
chr1	36756046	36766770	-	Actr1b	NM_146107
chr1	36771382	36814805	+	4933424G06Rik	NR_040290
chr1	36818642	36839665	+	Zap70	NM_009539
chr1	36849033	36996372	-	Tmem131	NM_018872
chr1	37086157	37198180	+	Vwa3b	NM_001370829
chr1	37275122	37320229	+	Cnga3	NM_001282010
chr1	37356682	37467585	+	Inpp4a	NM_030266
chr1	37473929	37486948	-	Coa5	NM_198006
chr1	37486983	37495831	+	Unc50	NM_001356528
