chr1	690000	810000	A
chr1	810000	920000	A
chr1	920000	1470000	A
chr1	1470000	1700000	A
chr1	1700000	1850000	A
chr1	1850000	2000000	A
chr1	2000000	2120000	A
chr1	2120000	2340000	A
chr1	2950000	3150000	B
chr1	3150000	3350000	B
chr1	3350000	3560000	mixed_A
chr1	4680000	5890000	B
chr1	5890000	6050000	B
chr1	6050000	6280000	mixed_B
chr1	6280000	6410000	A
chr1	6410000	6520000	A
chr1	6520000	6620000	A
chr1	6620000	6750000	A
chr1	6750000	6840000	A
chr1	6840000	6970000	A
chr1	6970000	7270000	A
chr1	7270000	7360000	A
chr1	7360000	7470000	A
chr1	7470000	7710000	A
chr1	7710000	7840000	A
chr1	7840000	8020000	A
chr1	8020000	8190000	A
chr1	8190000	8290000	A
chr1	8290000	8400000	A
chr1	8400000	8620000	A
chr1	8620000	8780000	A
chr1	8780000	8930000	A
chr1	8930000	9090000	A
chr1	9090000	9170000	A
chr1	9170000	9330000	A
chr1	9330000	9540000	A
chr1	9540000	9660000	A
chr1	9660000	9790000	A
chr1	9790000	9940000	A
chr1	9940000	10000000	A
chr1	10000000	10080000	A
chr1	10080000	10230000	A
chr1	10230000	10410000	A
chr1	10410000	10570000	A
chr1	10570000	10700000	A
chr1	10700000	10930000	A
chr1	10930000	11070000	A
chr1	11070000	11330000	A
chr1	11330000	11690000	mixed_B
chr1	11690000	11860000	mixed_A
chr1	11860000	11980000	A
chr1	11980000	12060000	A
chr1	12060000	12160000	A
chr1	12160000	12300000	A
chr1	12300000	12720000	mixed_A
chr1	13980000	14150000	B
chr1	14150000	15050000	B
chr1	15050000	15230000	B
chr1	15230000	15440000	mixed_B
chr1	15440000	15630000	mixed_A
chr1	15630000	15850000	A
chr1	15850000	16110000	A
chr1	16110000	16330000	A
chr1	16330000	16390000	A
chr1	16390000	16560000	A
chr1	16560000	16700000	A
chr1	16700000	16850000	A
chr1	17390000	17580000	A
chr1	17580000	17740000	A
chr1	17740000	17970000	A
chr1	17970000	18150000	mixed_B
chr1	18150000	18260000	B
chr1	18260000	18880000	B
chr1	18880000	19200000	B
chr1	19200000	19400000	A
chr1	19400000	19570000	A
chr1	19570000	19670000	A
chr1	19670000	19820000	A
chr1	19820000	19990000	A
chr1	19990000	20230000	A
chr1	20230000	20530000	mixed_B
chr1	20530000	20680000	A
chr1	20680000	20830000	A
chr1	20830000	21000000	A
chr1	21000000	21090000	A
chr1	21090000	21540000	A
chr1	21540000	21700000	A
chr1	21700000	21830000	A
chr1	21830000	21990000	A
chr1	21990000	22140000	A
chr1	22140000	22350000	A
chr1	22350000	22440000	A
chr1	22440000	22740000	A
chr1	22740000	22860000	A
chr1	22860000	23000000	A
chr1	23000000	23280000	A
chr1	23280000	23400000	A
chr1	23400000	23520000	A
chr1	23520000	23620000	A
chr1	23620000	23760000	A
chr1	23760000	23850000	A
chr1	23850000	24000000	A
chr1	24000000	24100000	A
chr1	24100000	24280000	A
chr1	24280000	24380000	A
chr1	24380000	24510000	A
chr1	24510000	24730000	A
chr1	24730000	24970000	A
chr1	24970000	25180000	A
chr1	25180000	25550000	A
chr1	25550000	25730000	A
chr1	25730000	25870000	A
chr1	25870000	26140000	A
chr1	26140000	26350000	A
chr1	26350000	26500000	A
chr1	26500000	26570000	A
chr1	26570000	26790000	A
chr1	26790000	26910000	A
chr1	26910000	27020000	A
chr1	27020000	27130000	A
chr1	27130000	27230000	A
chr1	27230000	27430000	A
chr1	27430000	27620000	A
chr1	27620000	27730000	A
chr1	27730000	27850000	A
chr1	27850000	27960000	A
chr1	27960000	28160000	A
chr1	28160000	28330000	A
chr1	28330000	28400000	A
chr1	28400000	28560000	A
chr1	28560000	28680000	A
chr1	28680000	28840000	A
chr1	28840000	28960000	A
chr1	28960000	29090000	A
chr1	29090000	29210000	A
chr1	29210000	29440000	A
chr1	29440000	29550000	A
chr1	29550000	29680000	mixed_B
chr1	30170000	30590000	B
chr1	30590000	31170000	B
chr1	31170000	31400000	mixed_A
chr1	31400000	31540000	A
chr1	31540000	31640000	A
chr1	31640000	32020000	A
chr1	32020000	32110000	A
chr1	32110000	32260000	A
chr1	32260000	32520000	A
chr1	32520000	32670000	A
chr1	32670000	32870000	A
chr1	32870000	33120000	A
chr1	33120000	33280000	A
chr1	33280000	33350000	A
chr1	33350000	33560000	A
chr1	33560000	33750000	A
chr1	33750000	33950000	A
chr1	33950000	34110000	mixed_B
chr1	34110000	35210000	B
chr1	35210000	35340000	B
chr1	35340000	35450000	B
chr1	35450000	35640000	mixed_B
chr1	35640000	35900000	A
chr1	35900000	36030000	A
chr1	36030000	36260000	A
chr1	36260000	36550000	A
chr1	36550000	36770000	A
chr1	36770000	36930000	A
chr1	36930000	37900000	mixed_B
chr1	37900000	38050000	A
chr1	38050000	38170000	mixed_B
chr1	38170000	38270000	B
chr1	38270000	38500000	mixed_A
chr1	38500000	39300000	B
chr1	39300000	39550000	A
chr1	39550000	39750000	A
chr1	39750000	39930000	A
chr1	39930000	40030000	A
chr1	40030000	40530000	A
chr1	40530000	40770000	A
chr1	40770000	40900000	A
chr1	40900000	41010000	A
chr1	41010000	41140000	A
chr1	41140000	41300000	A
chr1	41300000	41460000	A
chr1	41460000	41600000	A
chr1	41600000	41720000	A
chr1	41720000	41990000	A
chr1	41990000	42270000	A
chr1	42270000	42390000	A
chr1	42390000	42630000	mixed_B
chr1	42630000	42810000	mixed_A
