chr1	670000	800000	A
chr1	800000	910000	A
chr1	910000	1030000	A
chr1	1030000	1240000	A
chr1	1240000	1450000	A
chr1	1450000	1700000	A
chr1	1700000	1860000	A
chr1	1860000	2120000	A
chr1	2120000	2330000	A
chr1	2330000	2470000	A
chr1	3340000	3540000	A
chr1	4930000	6280000	mixed_B
chr1	6280000	6400000	A
chr1	6400000	6520000	A
chr1	6520000	6760000	A
chr1	6760000	6980000	A
chr1	6980000	7290000	A
chr1	7290000	7700000	A
chr1	7700000	7830000	A
chr1	7830000	8010000	A
chr1	8010000	8270000	A
chr1	8270000	8410000	A
chr1	8410000	8610000	A
chr1	8610000	8790000	A
chr1	8790000	8940000	A
chr1	8940000	9070000	A
chr1	9070000	9160000	A
chr1	9160000	9320000	A
chr1	9320000	9540000	A
chr1	9540000	9650000	A
chr1	9650000	9800000	A
chr1	9800000	10000000	A
chr1	10000000	10110000	A
chr1	10110000	10230000	A
chr1	10230000	10420000	A
chr1	10420000	10560000	A
chr1	10560000	10750000	A
chr1	10750000	11690000	A
chr1	11690000	11970000	A
chr1	11970000	12060000	A
chr1	12060000	12160000	A
chr1	12160000	12310000	A
chr1	12310000	12740000	A
chr1	13740000	13970000	mixed_B
chr1	13970000	14150000	A
chr1	14150000	14310000	mixed_A
chr1	14310000	14930000	mixed_B
chr1	14930000	15430000	A
chr1	15430000	15630000	A
chr1	15630000	15840000	A
chr1	15840000	16120000	A
chr1	16120000	16390000	A
chr1	16390000	16690000	A
chr1	16690000	16860000	A
chr1	16860000	16960000	A
chr1	17390000	17590000	A
chr1	17590000	17720000	A
chr1	17720000	17810000	A
chr1	17810000	17970000	A
chr1	17970000	18900000	A
chr1	18900000	19190000	A
chr1	19190000	19390000	A
chr1	19390000	19670000	A
chr1	19670000	19820000	A
chr1	19820000	19980000	A
chr1	19980000	20220000	A
chr1	20220000	20530000	A
chr1	20530000	20830000	A
chr1	20830000	20990000	A
chr1	20990000	21530000	A
chr1	21530000	21710000	A
chr1	21710000	21830000	A
chr1	21830000	21980000	A
chr1	21980000	22130000	A
chr1	22130000	22330000	A
chr1	22330000	22440000	A
chr1	22440000	22740000	A
chr1	22740000	23000000	A
chr1	23000000	23290000	A
