chr1	670000	840000	mixed_A
chr1	840000	1240000	A
chr1	1240000	1480000	A
chr1	1480000	1700000	A
chr1	1700000	1850000	A
chr1	1850000	2120000	A
chr1	2120000	2330000	A
chr1	2330000	2490000	A
chr1	3130000	3350000	B
chr1	3350000	3570000	mixed_A
chr1	4370000	4670000	B
chr1	4670000	5170000	B
chr1	5170000	5320000	B
chr1	5320000	5540000	B
chr1	5540000	5890000	B
chr1	5890000	6060000	B
chr1	6060000	6280000	mixed_A
chr1	6280000	6400000	A
chr1	6400000	6520000	A
chr1	6520000	6750000	A
chr1	6750000	6840000	A
chr1	6840000	6980000	A
chr1	6980000	7270000	mixed_A
chr1	7270000	7710000	mixed_A
chr1	7710000	7850000	A
chr1	7850000	8020000	A
chr1	8020000	8300000	A
chr1	8300000	8410000	A
chr1	8410000	8610000	A
chr1	8610000	8780000	A
chr1	8780000	8920000	A
chr1	8920000	9080000	A
chr1	9080000	9170000	A
chr1	9170000	9320000	A
chr1	9320000	9540000	A
chr1	9540000	9660000	A
chr1	9660000	9780000	A
chr1	9780000	9950000	A
chr1	9950000	10100000	A
chr1	10100000	10230000	A
chr1	10230000	10420000	A
chr1	10420000	10570000	A
chr1	10570000	10700000	A
chr1	10700000	11060000	A
chr1	11060000	11340000	A
chr1	11340000	11700000	A
chr1	11700000	11860000	A
chr1	11860000	11970000	A
chr1	11970000	12090000	A
chr1	12090000	12160000	A
chr1	12160000	12300000	A
chr1	12300000	12460000	A
chr1	12460000	12720000	mixed_A
chr1	12720000	12840000	B
chr1	13870000	13980000	B
chr1	13980000	14150000	B
chr1	14150000	14290000	B
chr1	14290000	14390000	B
chr1	14390000	14480000	B
chr1	14480000	14640000	B
chr1	14640000	15030000	B
chr1	15030000	15220000	B
chr1	15220000	15440000	mixed_A
chr1	15440000	15630000	A
chr1	15630000	15850000	A
chr1	15850000	16110000	A
chr1	16110000	16390000	A
chr1	16390000	16560000	A
chr1	16560000	16700000	A
chr1	16700000	16870000	A
chr1	17390000	17580000	A
chr1	17580000	17740000	A
chr1	17740000	18640000	mixed_B
chr1	18640000	18890000	B
chr1	18890000	19200000	mixed_B
chr1	19200000	19400000	A
chr1	19400000	19590000	A
chr1	19590000	19670000	A
chr1	19670000	19820000	A
chr1	19820000	19990000	A
chr1	19990000	20230000	A
chr1	20230000	20520000	A
chr1	20520000	20670000	A
chr1	20670000	20830000	A
chr1	20830000	21000000	A
chr1	21000000	21540000	A
chr1	21540000	21700000	A
chr1	21700000	21830000	A
chr1	21830000	21990000	A
chr1	21990000	22160000	A
chr1	22160000	22350000	A
chr1	22350000	22440000	A
chr1	22440000	22740000	A
chr1	22740000	22860000	A
chr1	22860000	22990000	A
chr1	22990000	23280000	A
chr1	23280000	23410000	A
chr1	23410000	23530000	A
chr1	23530000	23620000	A
chr1	23620000	23850000	A
chr1	23850000	24020000	A
chr1	24520000	24730000	A
chr1	24730000	24970000	A
chr1	24970000	25180000	A
chr1	25180000	25550000	A
chr1	25550000	25870000	A
chr1	25870000	26140000	A
chr1	26140000	26350000	A
chr1	26350000	26500000	A
chr1	26500000	26580000	A
chr1	26580000	26790000	A
chr1	26790000	27020000	A
chr1	27020000	27130000	A
chr1	27130000	27230000	A
chr1	27230000	27430000	A
chr1	27430000	27620000	A
chr1	27620000	27730000	A
chr1	27730000	27850000	A
chr1	27850000	28010000	A
chr1	28010000	28160000	A
chr1	28160000	28310000	A
chr1	28310000	28420000	A
chr1	28420000	28560000	A
chr1	28560000	28700000	A
chr1	28700000	28840000	A
chr1	28840000	28970000	A
chr1	28970000	29090000	A
chr1	29090000	29210000	A
chr1	29210000	29550000	A
chr1	29550000	29680000	mixed_B
chr1	30160000	30590000	B
chr1	30590000	30730000	B
chr1	30730000	30880000	B
chr1	30880000	31170000	B
chr1	31170000	31270000	mixed_A
chr1	31270000	31410000	A
chr1	31410000	31550000	A
chr1	31550000	31630000	A
chr1	31630000	32010000	A
chr1	32010000	32100000	A
chr1	32100000	32270000	A
chr1	32270000	32490000	A
chr1	32490000	32660000	A
chr1	32660000	32880000	A
chr1	32880000	33130000	A
chr1	33130000	33280000	A
chr1	33280000	33570000	A
chr1	33570000	33840000	A
chr1	33840000	33950000	A
chr1	33950000	34120000	mixed_B
chr1	34120000	34610000	B
chr1	34610000	35060000	B
chr1	35060000	35220000	B
chr1	35220000	35350000	mixed_B
chr1	35350000	35650000	mixed_A
chr1	35650000	35890000	A
chr1	35890000	36040000	A
