chr1	44800000	45360000	-0.8774610161998575
chr1	60580000	60900000	0.8561641028382139
chr1	81700000	81960000	-0.7731630825088963
chr1	84100000	84320000	0.9963392884839388
chr1	93800000	94060000	0.8690436206631664
chr1	94060000	94340000	0.9075345091164976
chr1	166780000	167020000	0.08688079492934397
chr1	175800000	176080000	-0.6367321709514753
chr1	176080000	176380000	0.7821847760295351
chr1	178800000	179120000	0.8795930357587293
chr1	193120000	193380000	0.8780144983299089
chr10	6800000	7000000	0.7552699583544248
chr10	10280000	10840000	0.8891495947535513
chr10	18620000	18920000	0.9492815348068955
chr10	18920000	19420000	0.8024326502143827
chr10	33740000	34040000	0.7203754643175375
chr10	50640000	51080000	-0.7620831683915211
chr10	56300000	56740000	0.6107111942093577
chr10	68360000	68600000	0.6579067725318171
chr10	80020000	80240000	0.15038953464466048
chr10	96060000	96340000	0.9021621583422169
chr10	115060000	115420000	0.9561593711680314
chr10	115420000	115640000	0.8820849982009167
chr11	18720000	18940000	0.8956138504305884
chr11	18940000	19420000	0.594104314532367
chr11	21160000	21360000	0.0570700763296387
chr11	21460000	21820000	-0.618970098944462
chr11	21820000	22120000	0.7827353490954249
chr11	28080000	28460000	0.6183399384228836
chr11	51820000	52020000	0.05878228104108901
chr11	61740000	62100000	0.9002747047373226
chr11	63960000	64240000	0.02133823647637302
chr11	67240000	67460000	0.9689686954028449
chr11	79380000	79500000	-0.10197004951531345
chr11	86300000	86500000	0.4283478476522563
chr11	110380000	110920000	0.7539113267867285
chr12	11380000	12140000	0.24973203347298895
chr12	12400000	12940000	0.9045922976422037
chr12	39080000	39480000	-0.7890359539947287
chr12	39480000	39780000	-0.30520921957481456
chr12	60320000	66000000	-0.7842520927329963
chr12	70680000	70780000	0.4019190465942669
chr12	86660000	86840000	-0.6553386138065843
chr12	100640000	100780000	0.3941781656131564
chr13	19200000	19440000	0.9202909685892833
chr13	48080000	48180000	-0.9414168626734172
chr13	48880000	49100000	0.9083906574863115
chr13	69200000	69600000	0.36529795815111765
chr13	77440000	77780000	-0.808294561391909
chr13	84260000	84500000	0.5134204044775258
chr13	90200000	90300000	0.2687349179018138
chr13	98380000	98700000	0.7081918877143971
chr13	99640000	99900000	-0.3851366003632219
chr13	102240000	102480000	0.9432778677990594
chr13	111160000	111760000	0.8171222963971645
chr14	16720000	17020000	0.849757015525274
chr14	22780000	23100000	0.885054982418499
chr14	32280000	32440000	0.8419320095530123
chr14	32440000	32600000	0.12948390207937238
chr14	49180000	49600000	0.5823854337227943
chr14	54640000	54840000	0.5243267792797046
chr14	62640000	62860000	0.90173174587262
chr14	103460000	103920000	0.7389814196841511
chr14	104120000	104420000	0.8865618853909649
chr15	3580000	3880000	-0.8721509287834885
chr15	35480000	35840000	0.36055992454780705
chr15	42260000	42520000	-0.019941519141459446
chr15	93400000	94080000	0.9787948159554121
chr16	10540000	10860000	0.9115084568680447
chr16	76120000	76880000	0.9460900025296403
chr16	77460000	78160000	0.21395524623205076
chr16	91340000	91680000	0.7588556458757751
chr16	95820000	96180000	0.90519190562766
chr17	46380000	46640000	0.7238067740758867
chr17	47620000	47840000	0.815390449086669
chr17	52300000	52620000	0.9531988062058193
chr17	64340000	64520000	0.2294688412151938
chr17	67380000	67700000	0.9165194321020245
chr17	67700000	67940000	0.6769889929757494
chr17	75460000	75700000	0.8314195597371643
chr17	80240000	80420000	0.9642636083909357
chr17	89340000	89680000	0.722732596972212
chr18	54460000	55040000	0.7115709315352153
chr18	56900000	57260000	0.8581339847263496
chr19	17940000	18600000	-0.9183509938535361
chr19	29120000	29380000	0.7878196780796355
chr19	31400000	31820000	-0.43490044345183915
chr19	44960000	45160000	0.4511708511251462
chr19	45280000	45620000	0.30613612971173343
chr19	55600000	55960000	0.8287105143445905
chr19	57200000	57420000	-0.8205906823053
chr2	14220000	14640000	0.18445466211643408
chr2	18280000	18780000	0.4312089645415247
chr2	50440000	51360000	0.008677314362497968
chr2	58960000	59200000	0.04032082409889825
chr2	71400000	71660000	0.7204445111335296
chr2	72060000	72320000	0.7580328129464369
chr2	101280000	101500000	0.9684532126417659
chr2	101720000	102300000	0.951658111754152
chr2	103380000	103600000	0.8466994848271723
chr2	117060000	117280000	0.931687157821623
chr2	117620000	117720000	0.1773221665662166
chr2	127940000	128220000	0.9172497791327074
chr2	129080000	129280000	0.9492337798291315
chr2	131360000	131620000	0.6942056154691616
chr2	148180000	148460000	0.9031738878439137
chr2	152960000	153260000	0.20080336564809895
chr2	172620000	172920000	-0.12302742601920585
chr3	9700000	10000000	0.9311349229804309
chr3	29880000	30460000	0.9217334732524196
chr3	38120000	38480000	0.9370165109645969
chr3	66140000	66400000	0.8395103827202313
chr3	66400000	66740000	-0.8894539384501237
chr3	68740000	69000000	0.9531693808135441
chr3	69000000	69280000	0.8013713042540793
chr3	69280000	69520000	0.7808359257288334
chr3	101100000	101280000	0.5153380178740545
chr3	121580000	121840000	0.8294968194902398
chr3	122200000	122340000	0.8804962234596955
chr3	126260000	126500000	-0.5594671816191328
chr3	135820000	136320000	0.7705056543014471
chr4	5760000	6100000	-0.9109735691087703
chr4	6920000	7160000	0.45358597524164246
chr4	7780000	8020000	-0.42513527150346564
chr4	11540000	11840000	0.9006108362829545
chr4	32660000	33200000	0.7975167692236599
chr4	54280000	55240000	0.7907230187883394
chr4	56940000	57160000	0.6863647437340268
chr4	81200000	82260000	0.8485473153812445
chr4	85060000	85460000	-0.35723709624302213
chr4	97400000	98160000	0.8984794343191518
chr5	16640000	16780000	-0.7423462530308927
chr5	44680000	45580000	0.805675596870248
chr5	64680000	65200000	0.8917537678039902
chr5	73500000	73780000	0.8198286046642753
chr5	75960000	76240000	0.9432322437501833
chr5	99660000	100000000	0.7537421336073258
chr5	102820000	103100000	0.8393089292736089
chr5	108000000	108320000	0.8709807690230694
chr5	141560000	142100000	0.14151398078540772
chr5	142100000	142400000	0.8961920239604022
chr5	149340000	149600000	0.9005568829842008
chr6	29700000	30000000	0.8834732237213453
chr6	40620000	41200000	-0.2236861749025717
chr6	41200000	41460000	0.27437056304041463
chr6	48480000	48740000	0.2713840062453013
chr6	49840000	50040000	-0.7143892325380411
chr6	51520000	51800000	0.9286597932380991
chr6	84540000	84860000	0.7949238072642781
chr6	100820000	101140000	-0.5333901978116784
