chrX	1	100000	nan	nan	nan
chrX	100001	200000	nan	nan	nan
chrX	200001	300000	A	4.05874167566	1
chrX	300001	400000	A	1.42789194304	1
chrX	400001	500000	B	-1.63637012087	-1
chrX	500001	600000	B	-2.50058875987	-1
chrX	600001	700000	B	-2.27250934835	-1
chrX	700001	800000	B	-1.33456518575	-1
chrX	800001	900000	B	-1.1560435367	-1
chrX	900001	1000000	A	0.477330503707	1
chrX	1000001	1100000	A	0.54554066096	1
chrX	1100001	1200000	B	-0.317450720967	-1
chrX	1200001	1300000	A	0.81112804705	1
chrX	1300001	1400000	A	3.58417177399	1
chrX	1400001	1500000	A	4.81191917347	1
chrX	1500001	1600000	A	5.38455080759	1
chrX	1600001	1700000	A	5.69895834183	1
chrX	1700001	1800000	A	4.74182684624	1
chrX	1800001	1900000	A	1.55082520288	1
chrX	1900001	2000000	A	0.0829705088193	1
chrX	2000001	2100000	B	-0.0948348555621	-1
chrX	2100001	2200000	A	1.46292568635	1
chrX	2200001	2300000	A	2.00036213744	1
chrX	2300001	2400000	A	1.8659368841	1
chrX	2400001	2500000	A	4.26743849654	1
chrX	2500001	2600000	A	4.05709886104	1
chrX	2600001	2700000	A	4.53745810145	1
chrX	2700001	2800000	A	2.203269433	1
chrX	2800001	2900000	B	-0.98986364224	-1
chrX	2900001	3000000	B	-1.44161315184	-1
chrX	3000001	3100000	B	-2.14730592162	-1
chrX	3100001	3200000	B	-2.44081347602	-1
chrX	3200001	3300000	B	-1.97445008077	-1
chrX	3300001	3400000	B	-2.14535433995	-1
chrX	3400001	3500000	B	-2.3159536503	-1
chrX	3500001	3600000	A	1.16412934276	1
chrX	3600001	3700000	A	3.535902958	1
chrX	3700001	3800000	A	3.66090565749	1
chrX	3800001	3900000	A	1.69749410965	1
chrX	3900001	4000000	B	-2.56219221158	-1
chrX	4000001	4100000	B	-3.1590649866	-1
chrX	4100001	4200000	B	-3.16167780507	-1
chrX	4200001	4300000	B	-3.45795716531	-1
chrX	4300001	4400000	B	-2.9537128875	-1
chrX	4400001	4500000	B	-2.70206670649	-1
chrX	4500001	4600000	B	-2.9720165192	-1
chrX	4600001	4700000	B	-2.98363190634	-1
chrX	4700001	4800000	B	-3.18760571273	-1
chrX	4800001	4900000	B	-3.36190025297	-1
chrX	4900001	5000000	B	-3.17273711735	-1
chrX	5000001	5100000	B	-3.23675170938	-1
chrX	5100001	5200000	B	-3.06814276303	-1
chrX	5200001	5300000	B	-2.96209815685	-1
chrX	5300001	5400000	B	-3.32971941843	-1
chrX	5400001	5500000	B	-2.85478991112	-1
chrX	5500001	5600000	B	-2.10566742358	-1
chrX	5600001	5700000	B	-1.72982957969	-1
chrX	5700001	5800000	B	-2.39640104693	-1
chrX	5800001	5900000	B	-2.58829858906	-1
chrX	5900001	6000000	B	-2.21943701236	-1
chrX	6000001	6100000	B	-2.38507040757	-1
chrX	6100001	6200000	B	-1.82109693422	-1
chrX	6200001	6300000	B	-1.26395951982	-1
