chr1	1850000	2350000	0	37
chr1	2350000	2750000	0	47
chr1	2750000	3700000	0.9414213562373096	55
chr1	3700000	4050000	0	74
chr1	4050000	5500000	0.835247564417433	81
chr1	5500000	6050000	0	110
chr1	6050000	6650000	0	121
chr1	6650000	7250000	0	133
chr1	7250000	7750000	0	145
chr1	7750000	8500000	0	155
chr1	8500000	9000000	0	170
chr1	9000000	9700000	0	180
chr1	9700000	10450000	0	194
chr1	10450000	11050000	0	209
chr1	11050000	11850000	0	221
chr1	11850000	12850000	0.7821248191647023	237
chr1	12850000	13850000	0	257
chr1	13850000	14350000	0	277
chr1	14350000	14950000	0	287
chr1	14950000	15500000	0	299
chr1	15500000	16350000	0	310
chr1	16350000	16750000	0	327
chr1	16750000	17350000	0	335
chr1	17350000	17900000	0	347
chr1	17900000	18950000	0.9163162231961565	358
chr1	18950000	19500000	0	379
chr1	19500000	20100000	0	390
chr1	20100000	20950000	0	402
chr1	20950000	21550000	0	419
chr1	21550000	21850000	0	431
chr1	21850000	22400000	0	437
chr1	22400000	23350000	0.9	448
chr1	23350000	24950000	0.7742600900869846	467
chr1	24950000	25550000	0	499
chr1	25550000	26250000	0	511
chr1	26250000	26750000	0	525
chr1	26750000	27300000	0	535
chr1	27300000	28100000	0	546
chr1	28100000	28600000	0	562
chr1	28600000	29000000	0	572
chr1	29000000	29650000	0	580
chr1	29650000	30200000	0	593
chr1	30200000	31250000	0.8535533905932736	604
chr1	31250000	32150000	1.0	625
chr1	32150000	32800000	0	643
chr1	32800000	33450000	0	656
chr1	33450000	34100000	0	669
chr1	34100000	34600000	0	682
chr1	34600000	35250000	0	692
chr1	35250000	36350000	1.0	705
chr1	36350000	36950000	0	727
chr1	36950000	37900000	0.9511844635310913	739
chr1	37900000	38450000	0	758
chr1	38450000	39450000	0.8894427190999916	769
chr1	39450000	41000000	0.934912618041455	789
chr1	41000000	41500000	0	820
chr1	41500000	41950000	0	830
chr1	41950000	42600000	0	839
chr1	42600000	43150000	0	852
chr1	43150000	43650000	0	863
chr1	43650000	44000000	0	873
chr1	44000000	44500000	0	880
chr1	44500000	45200000	0	890
chr1	45200000	45950000	0	904
chr1	45950000	46800000	0	919
chr1	46800000	47750000	0.8	936
chr1	47750000	48600000	0	955
chr1	48600000	49100000	0	972
chr1	49100000	50800000	0.8558610483575818	982
chr1	50800000	51750000	0.6422588984322123	1016
chr1	51750000	52400000	0	1035
chr1	52400000	53250000	0	1048
chr1	53250000	53750000	0	1065
chr1	53750000	55450000	0.9442108154641043	1075
chr1	55450000	55800000	0	1109
chr1	55800000	57250000	0.8975891973670659	1116
chr1	57250000	57950000	0	1145
chr1	57950000	58600000	0	1159
chr1	58600000	59100000	0	1172
chr1	59100000	59650000	0	1182
chr1	59650000	60300000	0	1193
chr1	60300000	61350000	0.9023689270621824	1206
chr1	61350000	61950000	0	1227
chr1	61950000	62450000	0	1239
chr1	62450000	63350000	0.7071067811865475	1249
chr1	63350000	64050000	0	1267
chr1	64050000	64700000	0	1281
chr1	64700000	65250000	0	1294
chr1	65250000	66200000	0.7788854381999831	1305
chr1	66200000	67150000	0.9023689270621824	1324
chr1	67150000	67850000	0	1343
chr1	67850000	68300000	0	1357
chr1	68300000	68900000	0	1366
chr1	68900000	69700000	0	1378
chr1	69700000	70450000	0	1394
chr1	70450000	71000000	0	1409
chr1	71000000	71600000	0	1420
chr1	71600000	75150000	0.6941994454788871	1432
chr1	75150000	75650000	0	1503
chr1	75650000	76450000	0	1513
chr1	76450000	77500000	0.8190355937288492	1529
chr1	77500000	78000000	0	1550
chr1	78000000	78600000	0	1560
chr1	78600000	79250000	0	1572
chr1	79250000	84300000	0.5517770740780652	1585
chr1	84300000	85350000	0.9511844635310911	1686
chr1	85350000	85750000	0	1707
chr1	85750000	86300000	0	1715
chr1	86300000	86750000	0	1726
chr1	86750000	87600000	0	1735
chr1	87600000	88550000	0.8242640687119285	1752
chr1	88550000	89100000	0	1771
chr1	89100000	89350000	0	1782
chr1	89350000	89950000	0	1787
chr1	89950000	90550000	0	1799
chr1	90550000	91050000	0	1811
chr1	91050000	92450000	0.9511844635310913	1821
chr1	92450000	93300000	0	1849
chr1	93300000	94400000	0.9023689270621824	1866
chr1	94400000	94900000	0	1888
chr1	94900000	95450000	0	1898
chr1	95450000	95800000	0	1909
chr1	95800000	97400000	0.9186407725518188	1916
chr1	97400000	98600000	0.8621320343559643	1948
chr1	98600000	99600000	0.7316171919370917	1972
chr1	99600000	100150000	0	1992
chr1	100150000	100950000	0	2003
chr1	100950000	101300000	0	2019
chr1	101300000	101900000	0	2026
chr1	101900000	102900000	0.8744743347942345	2038
chr1	102900000	104100000	0.7676819211218878	2058
chr1	104100000	105250000	0.9581581115980783	2082
chr1	105250000	107800000	0.7228846888438696	2105
chr1	107800000	108250000	0	2156
chr1	108250000	108700000	0	2165
chr1	108700000	109250000	0	2174
chr1	109250000	109650000	0	2185
chr1	109650000	110050000	0	2193
chr1	110050000	110600000	0	2201
chr1	110600000	111150000	0	2212
chr1	111150000	111900000	0	2223
chr1	111900000	112350000	0	2238
chr1	112350000	112900000	0	2247
chr1	112900000	113300000	0	2258
chr1	113300000	113650000	0	2266
chr1	113650000	114350000	0	2273
chr1	114350000	115500000	0.9349126180414551	2287
chr1	115500000	116200000	0	2310
chr1	116200000	116600000	0	2324
chr1	116600000	117100000	0	2332
chr1	117100000	117700000	0	2342
chr1	117700000	118550000	0	2354
chr1	118550000	120000000	0.8461042440323806	2371
chr1	120000000	120700000	0	2400
chr1	147900000	148250000	0	2958
chr1	148250000	149050000	0	2965
chr1	149050000	149750000	0	2981
chr1	149750000	150250000	0	2995
chr1	150250000	151100000	0	3005
chr1	151100000	151950000	0	3022
chr1	151950000	152600000	0	3039
chr1	152600000	153350000	0	3052
chr1	153350000	154350000	0.8535533905932736	3067
chr1	154350000	155100000	0	3087
chr1	155100000	155750000	0	3102
chr1	155750000	156500000	0	3115
chr1	156500000	157000000	0	3130
chr1	157000000	157600000	0	3140
chr1	157600000	158150000	0	3152
chr1	158150000	159100000	0.875	3163
chr1	159100000	159850000	0	3182
chr1	159850000	160650000	0	3197
chr1	160650000	161400000	0	3213
chr1	161400000	161800000	0	3228
chr1	161800000	162750000	0.5602378596455088	3236
chr1	162750000	163350000	0	3255
chr1	163350000	164450000	0.8169417382415922	3267
chr1	164450000	165050000	0	3289
chr1	165050000	165900000	0	3301
chr1	165900000	166350000	0	3318
chr1	166350000	166900000	0	3327
chr1	166900000	167650000	0	3338
chr1	167650000	169450000	0.8955266952966369	3353
chr1	169450000	169850000	0	3389
chr1	169850000	171350000	0.7821248191647023	3397
chr1	171350000	172650000	0.7973778282549667	3427
chr1	172650000	173250000	0	3453
chr1	173250000	174150000	0.9414213562373096	3465
chr1	174150000	174800000	0	3483
chr1	174800000	175100000	0	3496
chr1	175100000	176300000	0.8568533939059599	3502
chr1	176300000	176950000	0	3526
chr1	176950000	177950000	0.9267766952966369	3539
chr1	177950000	178400000	0	3559
chr1	178400000	179000000	0	3568
chr1	179000000	179650000	0	3580
chr1	179650000	180350000	0	3593
chr1	180350000	181250000	1.0	3607
chr1	181250000	182000000	0	3625
chr1	182000000	182900000	1.0	3640
chr1	182900000	183700000	0	3658
chr1	183700000	184150000	0	3674
chr1	184150000	184650000	0	3683
chr1	184650000	185150000	0	3693
chr1	185150000	185650000	0	3703
chr1	185650000	186350000	0	3713
chr1	186350000	187050000	0	3727
chr1	187050000	192450000	0.4849864024266146	3741
chr1	192450000	193200000	0	3849
chr1	193200000	195000000	0.8773681739041997	3864
chr1	195000000	195650000	0	3900
chr1	195650000	196200000	0	3913
chr1	196200000	196700000	0	3924
chr1	196700000	197400000	0	3934
chr1	197400000	198000000	0	3948
chr1	198000000	198750000	0	3960
chr1	198750000	199750000	0.6479334151332481	3975
chr1	199750000	200500000	0	3995
chr1	200500000	200950000	0	4010
chr1	200950000	201300000	0	4019
chr1	201300000	202100000	0	4026
chr1	202100000	203750000	0.8790896503228507	4042
chr1	203750000	204400000	0	4075
chr1	204400000	204900000	0	4088
chr1	204900000	205800000	0.5	4098
chr1	205800000	206600000	0	4116
chr1	206600000	207150000	0	4132
chr1	207150000	208000000	0	4143
chr1	208000000	208650000	0	4160
chr1	208650000	210000000	1.0	4173
chr1	210000000	210550000	0	4200
chr1	210550000	211350000	0	4211
chr1	211350000	211800000	0	4227
chr1	211800000	212650000	0	4236
chr1	212650000	213350000	0	4253
chr1	213350000	214350000	0.8744743347942345	4267
chr1	214350000	214850000	0	4287
chr1	214850000	215800000	0.9023689270621824	4297
chr1	215800000	218400000	0.8097905891328084	4316
chr1	218400000	219950000	0.934912618041455	4368
chr1	219950000	220400000	0	4399
chr1	220400000	220950000	0	4408
chr1	220950000	221600000	0	4419
chr1	221600000	222250000	0	4432
chr1	222250000	222700000	0	4445
chr1	222700000	223250000	0	4454
chr1	223250000	223850000	0	4465
chr1	223850000	224650000	0	4477
chr1	224650000	225500000	0	4493
chr1	225500000	226300000	0	4510
chr1	226300000	226600000	0	4526
chr1	226600000	227150000	0	4532
