chr1	690000	810000	16.0	0.005681524175524916	0.0	
chr1	810000	920000	26.0	0.004946386204977137	3.84835467346	
chr1	920000	1470000	122.0	0.05234897274607817	5.36185606924	chr1	1292107	1297988	1_MACS_peak_7_lociStitched	424
chr1	1470000	1700000	30.0	0.01701936534820899	3.95972379537	
chr1	1700000	1850000	30.0	0.00715543061599857	6.03916581714	
chr1	1850000	2000000	11.0	0.008355651028549549	0.812498225334	
chr1	2000000	2120000	21.0	0.006466763519096875	0.0	
chr1	2120000	2340000	51.0	0.01225265766030694	4.81114070539	
chr1	2950000	3150000	10.0	0.019272726941606075	0.0356239097307	
chr1	3150000	3350000	18.0	0.018782187432642396	0.0	
chr1	3350000	3560000	35.0	0.014469042938864373	3.30280644793	
chr1	4680000	5890000	12.0	0.141113254026681	0.0214797274105	
chr1	5890000	6050000	20.0	0.014778309032906807	0.0	
chr1	6050000	6280000	37.0	0.02056317912913149	4.29639622308	
chr1	6280000	6410000	26.0	0.0065019796419882	3.27376452306	
chr1	6410000	6520000	22.0	0.005640008463263481	5.73398696287	
chr1	6520000	6620000	20.0	0.004970283430576207	2.79986441088	
chr1	6620000	6750000	28.0	0.008041339428478426	3.70763521955	
chr1	6750000	6840000	14.0	0.004301235161708216	4.91671548146	
chr1	6840000	6970000	35.0	0.007042472376315548	5.26940724085	
chr1	6970000	7270000	33.0	0.023639519366440927	0.0	
chr1	7270000	7360000	24.0	0.004290166358792429	0.0	
chr1	7360000	7470000	26.0	0.00584300155952387	0.0	
chr1	7470000	7710000	49.0	0.018835548274723488	0.0	
chr1	7710000	7840000	15.0	0.006857892807257975	5.84285315601	
chr1	7840000	8020000	24.0	0.010679590268902733	5.79187917326	
chr1	8020000	8190000	51.0	0.011863472048315858	6.22929950871	chr1	8175688	8198740	7_MACS_peak_51_lociStitched	403
chr1	8190000	8290000	31.0	0.0041892573782551885	0.0	chr1	8175688	8198740	7_MACS_peak_51_lociStitched	403	chr1	8260090	8299780	6_MACS_peak_62_lociStitched	136
chr1	8290000	8400000	14.0	0.006314881979967258	1.65535182861	chr1	8260090	8299780	6_MACS_peak_62_lociStitched	136
chr1	8400000	8620000	61.0	0.013947590245713052	0.0	chr1	8455453	8483770	3_MACS_peak_65_lociStitched	281	chr1	8500862	8525691	4_MACS_peak_72_lociStitched	305
chr1	8620000	8780000	41.0	0.007913238337139266	0.0	
chr1	8780000	8930000	29.0	0.008597654075035497	3.62234472272	
chr1	8930000	9090000	32.0	0.008185874697757953	8.63987728538	
chr1	9090000	9170000	10.0	0.003157378484316677	0.0496307677246	
chr1	9170000	9330000	52.0	0.008954674084467094	3.1106138055	
chr1	9330000	9540000	59.0	0.009757481041834895	3.63343121036	
chr1	9540000	9660000	22.0	0.006679442470767884	2.20084957464	
chr1	9660000	9790000	25.0	0.006967144250901683	2.38197547856	
chr1	9790000	9940000	27.0	0.007990234111676556	5.2714630279	
chr1	9940000	10000000	10.0	0.0012957696092033217	4.19967234484	
chr1	10000000	10080000	13.0	0.0030939110613049767	2.25650749874	
chr1	10080000	10230000	26.0	0.008412770416292957	4.2288186905	
chr1	10230000	10410000	26.0	0.010287571639619028	3.06608919046	
chr1	10410000	10570000	34.0	0.01095301084492621	4.18844048898	
chr1	10570000	10700000	27.0	0.007213354864935009	0.0	
chr1	10700000	10930000	30.0	0.014769621160932517	0.18903382439	
chr1	10930000	11070000	13.0	0.009369279538601045	0.0	
chr1	11070000	11330000	36.0	0.018528962430733653	5.2490976466	
chr1	11330000	11690000	23.0	0.024366319790711383	1.95605665241	
chr1	11690000	11860000	29.0	0.012727112032635466	4.02787441013	
chr1	11860000	11980000	22.0	0.006992517554317194	1.79960542245	
chr1	11980000	12060000	18.0	0.002995914730135519	7.29334902413	
chr1	12060000	12160000	28.0	0.0051073233491891286	3.18942924581	
chr1	12160000	12300000	28.0	0.007603896714314455	2.58375975364	
chr1	12300000	12720000	92.0	0.02723130429681011	2.07980475464	chr1	12506590	12539916	5_MACS_peak_111_lociStitched	393
chr1	13980000	14150000	35.0	0.013334203600528173	2.63923216325	
chr1	14150000	15050000	36.0	0.10214545648599131	2.90207357931	
chr1	15050000	15230000	24.0	0.01690651010412999	0.0	
chr1	15230000	15440000	45.0	0.01768472809009369	0.0	
chr1	15440000	15630000	43.0	0.011069488343450172	1.69153416492	
chr1	15630000	15850000	46.0	0.015593340788671865	3.47265022797	
chr1	15850000	16110000	50.0	0.017294989393123853	4.10624594163	
chr1	16110000	16330000	63.0	0.010717181144453422	3.95481669098	
chr1	16330000	16390000	10.0	0.001176839161928985	0.66789212523	
chr1	16390000	16560000	50.0	0.008018711176799581	3.96185480764	chr1	16470299	16483082	2_MACS_peak_142_lociStitched	321
chr1	16560000	16700000	32.0	0.0074471719540091606	5.24437969318	
chr1	16700000	16850000	24.0	0.010139280575305014	4.66519377274	
chr1	17390000	17580000	32.0	0.01153016357231324	0.037967850199	
chr1	17580000	17740000	16.0	0.012374931799983929	0.0	
chr1	17740000	17970000	50.0	0.017188832629457335	4.14077865578	
chr1	17970000	18150000	19.0	0.014474474024314857	0.0635029423062	
chr1	18150000	18260000	20.0	0.007062968687203265	0.0	
chr1	18260000	18880000	13.0	0.0728404703229408	0.0	
chr1	18880000	19200000	11.0	0.028342851297268927	0.0	
